Year,FG_num,FG_name,mean_density,n_areas_contributing,n_samples_total
2022,24,Other small pelagic fish,18.7890448508802,2,72
2022,73,Other commercial decapods,0.0106842187835167,2,71
2022,17,Horse mackerels,8.59583201360769,2,95
2022,32,Poor cod,0.285588004055957,1,62
2023,74,Non-commercial decapods,0.0687297982065964,5,362
2023,61,Benthopelagic cephalopods,0.180583241173478,5,362
2023,18,Other medium pelagic fishes,0.0301512761110824,4,125
2023,44,Flatfishes,0.169156876439545,5,362
2023,53,No commercial small demersal fish,0.245058892987081,5,362
2023,35,Sparidae+,1.44302179440266,5,362
2023,46,No commercial medium demersal fish,0.107986589250487,5,301
2023,40,Scorpaenidae+,0.180282219071555,5,362
2023,28,European conger,0.0103325608416354,5,319
2023,37,Common two-banded seabream,0.00922424467048116,4,125
2023,63,Other benthic cephalopods,0.0479737528760638,5,362
2023,21,European anchovy juv.,8.83577260968552,4,203
2023,73,Other commercial decapods,0.00894487294917623,5,259
2023,48,Mugilidae,0.358921064627585,3,33
2023,27,Anglerfish,0.137701843341165,5,356
2023,29,European hake juv.,0.43213672000605,5,362
2023,50,Red mullet,0.271289914476498,5,362
2023,51,Surmullet,0.00999918595420253,5,300
2023,60,Coastal benthic cephalopods,0.0388974138253212,5,289
2023,34,Common pandora,0.146624015514666,5,189
2023,58,Rays and skates,0.480531410786516,5,355
2023,19,European sardine adult,2.01646653363198,5,179
2023,23,Round sardinella,1.01346400711051,4,106
2023,16,Mackerels,0.119839229467444,3,178
2023,43,Labridae and serranidae+,0.0322208918257069,5,257
2023,24,Other small pelagic fish,3.88912876333288,5,213
2023,59,Torpedos,0.0165036663115698,5,206
2023,17,Horse mackerels,5.32960093647851,5,362
2023,32,Poor cod,0.0679636734445882,4,274
2023,45,Other commercial medium demersal fish,0.0783568610946185,5,362
1995,12,Non-commercial large pelagic fishes,0.762361725879607,1,32
1996,11,Pelagic sharks,0.000429325323840092,1,32
1999,38,Common dentex,0.0099544701602975,4,103
2001,78,Other macro-benthos,0.0059445000746225,3,67
2003,78,Other macro-benthos,0.00167226942639425,4,141
2006,78,Other macro-benthos,0.000285548399472114,2,95
2022,54,Bathydemersal (deep sea) fish,0.0671485541834597,2,77
2022,25,Benthopelagic fishes,0.0987385621728821,2,59
2022,33,Blue whiting,0.0644000940500269,2,73
2022,71,Norway lobster,0.205841253217087,2,59
2022,57,Other small demersal sharks,0.016838697747278,2,79
2022,66,Deep-water rose shrimp,0.0540492144218243,2,73
2022,85,Suprabenthos,0.000665266851845449,1,50
2022,55,Small-spotted catshark,0.105055241029584,2,83
2022,59,Torpedos,0.00629010281309861,2,56
2023,54,Bathydemersal (deep sea) fish,0.263456449209477,5,312
2023,57,Other small demersal sharks,0.0144608313848583,5,255
2023,25,Benthopelagic fishes,0.440122933764806,5,216
2023,71,Norway lobster,0.0522661503333126,5,209
2023,66,Deep-water rose shrimp,0.0748261396053769,5,303
2023,55,Small-spotted catshark,0.0827703641952978,5,337
1999,47,Salema,0.00114722145789234,1,10
2006,12,Non-commercial large pelagic fishes,1.50060145260529,1,11
2008,72,European lobster,0.0143963046938912,3,103
2023,33,Blue whiting,0.0411891843956052,5,215
2023,39,Red scorpionfish,0.0104607668329511,5,147
1997,72,European lobster,0.0289985193499042,4,58
2004,72,European lobster,0.0139592379952573,3,57
2022,62,Mesopelagic cephalopods,0.00607042118095434,2,23
2022,26,No commercial meso (bathy) pelagic fishes,0.253447023673543,2,23
2022,67,Blue and red shrimp,0.0316932047953075,2,23
2022,56,Blackmouth catshark,0.31659048248716,2,23
2022,31,Other commercial large demersal fish,0.0133353919717435,2,23
2023,26,No commercial meso (bathy) pelagic fishes,0.0442494243528523,5,200
2023,67,Blue and red shrimp,0.023645008241817,4,136
2023,56,Blackmouth catshark,0.107009134037747,5,161
2023,62,Mesopelagic cephalopods,0.00440946985817762,5,149
2023,31,Other commercial large demersal fish,0.00605247852377256,4,118
1995,38,Common dentex,0.171843293112703,2,25
1996,38,Common dentex,0.00492530281614307,2,26
1996,72,European lobster,0.0366730806715214,3,99
1999,78,Other macro-benthos,0.125915392607101,1,6
2005,78,Other macro-benthos,0.00056955177463876,3,93
2010,41,Groupers,0.107546315383253,2,14
2021,38,Common dentex,0.060538521405871,2,31
2022,38,Common dentex,0.775898174049358,1,6
2022,72,European lobster,0.0484282653944909,1,6
2003,52,Commercial small demersal fish,0.000419832438695034,2,62
2005,38,Common dentex,0.0291118131106913,2,26
2008,52,Commercial small demersal fish,0.000857424409638895,2,35
1997,68,Giant red shrimp,0.100430021246027,4,184
1998,68,Giant red shrimp,0.0993091723844273,4,186
1998,78,Other macro-benthos,5.64374216225307e-06,1,13
2003,68,Giant red shrimp,0.0645824370612053,4,150
2022,68,Giant red shrimp,0.0362225761809888,1,13
2023,68,Giant red shrimp,0.0590825650412765,4,139
1994,49,Transparent gobies,0.0609286978062448,2,62
1994,48,Mugilidae,0.0460336109743812,2,37
1995,69,Other commercial shrimps,0.000831267957881902,2,37
1995,47,Salema,0.00716963769591791,2,37
1996,69,Other commercial shrimps,0.0032359214461795,1,20
1997,38,Common dentex,0.0200425473130139,3,74
1997,69,Other commercial shrimps,0.00127407753329755,2,51
1998,48,Mugilidae,1.36203010176458,2,31
1998,69,Other commercial shrimps,0.000512634620825074,1,21
1998,47,Salema,0.000437499872051522,1,21
1999,48,Mugilidae,0.263189619598824,1,41
1999,69,Other commercial shrimps,0.00721120426438511,2,28
2000,69,Other commercial shrimps,0.00276805888394977,1,20
2002,69,Other commercial shrimps,0.00295411875978266,2,21
2003,69,Other commercial shrimps,0.0292288347059643,1,15
2004,69,Other commercial shrimps,0.00210476372938284,1,15
2005,82,Other corals and gorgonians,0.000180224635688829,1,47
2005,52,Commercial small demersal fish,0.000336690440171955,1,47
2005,72,European lobster,0.00625150803091594,3,78
2005,69,Other commercial shrimps,0.000802871737321949,1,16
2006,82,Other corals and gorgonians,0.00035416510245379,1,120
2007,82,Other corals and gorgonians,3.90242087696831e-05,1,120
2007,69,Other commercial shrimps,0.00315079691442636,1,15
2007,15,Other large pelagic fishes,0.619236306237666,1,15
2008,82,Other corals and gorgonians,6.87726800250725e-05,1,120
2008,69,Other commercial shrimps,0.00169848481954443,1,16
2008,78,Other macro-benthos,0.000639144512520186,1,63
2009,78,Other macro-benthos,0.000328664244433327,1,120
2009,69,Other commercial shrimps,0.00182375867324912,1,16
2009,81,Red coral,2.92105213961227e-05,1,16
2010,82,Other corals and gorgonians,0.000154272621394129,1,120
2010,69,Other commercial shrimps,0.00573547609146609,1,15
2010,78,Other macro-benthos,8.27053339154939e-05,1,63
2011,82,Other corals and gorgonians,0.000164835429708501,2,190
2011,69,Other commercial shrimps,0.000326923796155429,1,15
2013,69,Other commercial shrimps,0.00406374357932173,1,15
2015,41,Groupers,0.0507683561999696,2,21
2015,69,Other commercial shrimps,0.000988584908915247,1,14
2016,48,Mugilidae,7.87244665305635,1,14
2017,69,Other commercial shrimps,0.00919349253396483,3,61
2018,36,White seabream,0.0017090449050465,1,14
2018,69,Other commercial shrimps,0.00760687405537985,2,33
2019,52,Commercial small demersal fish,0.00130103618346251,2,78
2020,38,Common dentex,0.000521324099075675,1,15
2020,69,Other commercial shrimps,0.00577826779180734,1,15
2021,52,Commercial small demersal fish,0.00016310838145727,1,15
2021,41,Groupers,0.109493244631109,2,23
2021,15,Other large pelagic fishes,0.0232691477162728,1,15
2023,82,Other corals and gorgonians,0.000100819523742556,3,188
2023,78,Other macro-benthos,0.00720676596323627,3,275
2023,65,Gastropods,4.75545664766423e-05,3,238
2023,38,Common dentex,0.0725140638948833,3,46
2023,77,Sea cucumbers,0.0130157196794187,3,269
2023,79,Jellyfish,0.140405681762536,3,239
2023,69,Other commercial shrimps,0.0172931474842641,2,39
1998,38,Common dentex,0.00718626870416034,1,59
1999,82,Other corals and gorgonians,3.19802352626711e-05,1,60
2000,82,Other corals and gorgonians,0.000488097260212459,1,22
2001,82,Other corals and gorgonians,6.08859753487528e-05,1,133
2003,82,Other corals and gorgonians,0.000147242046295014,1,47
2003,72,European lobster,0.00263040703181451,1,17
2004,82,Other corals and gorgonians,4.07696104287882e-05,1,17
2007,78,Other macro-benthos,0.000178234519759383,1,47
2008,81,Red coral,4.05500095157356e-05,1,16
2009,82,Other corals and gorgonians,0.000445813044536275,1,47
2010,38,Common dentex,0.00391864891931553,1,18
2010,81,Red coral,4.74135950670629e-05,1,18
2015,86,Mediterranean seagrass,0.0798609999565538,3,63
2017,36,White seabream,0.000609162032988326,1,49
2019,41,Groupers,0.0506157307950643,2,25
2023,64,Bivalves,0.00102644847448952,2,62
2023,75,Purple sea urchin,0.0646733557499076,3,254
2023,72,European lobster,0.00667813198469879,2,90
2023,81,Red coral,0.000470068449279168,3,235
2023,86,Mediterranean seagrass,0.0639022125977232,2,55
2023,80,Salps and other gelatinous zooplankton,0.00176211321381408,3,87
2001,81,Red coral,8.02542282742709e-06,1,38
2002,82,Other corals and gorgonians,1.07194923248435e-05,1,30
2009,75,Purple sea urchin,1.97408110472737e-06,1,31
2012,52,Commercial small demersal fish,0.000517059854660967,3,65
2013,52,Commercial small demersal fish,4.52579661318897e-05,1,30
2020,47,Salema,0.00137814276907776,1,31
2001,52,Commercial small demersal fish,8.38546200912648e-05,1,73
2006,52,Commercial small demersal fish,0.000120022642761513,2,121
2011,78,Other macro-benthos,0.0020530925053165,2,127
2013,47,Salema,0.000101713720871442,1,57
1996,41,Groupers,0.242961379434412,1,8
1997,41,Groupers,0.0924454699221596,1,8
1999,41,Groupers,0.0770883090904531,1,18
2000,38,Common dentex,0.0279905369370769,1,8
2001,36,White seabream,0.00335886443244923,1,8
2001,41,Groupers,0.0635246895595822,1,18
2004,15,Other large pelagic fishes,0.0183715461493239,1,7
2007,41,Groupers,0.0541448455051664,1,7
2011,81,Red coral,0.00031590734439595,1,70
2011,79,Jellyfish,0.0508610367578147,1,70
2013,41,Groupers,0.1247859946933,1,14
2014,15,Other large pelagic fishes,0.105260211080317,1,7
2016,87,Other seagrasses,0.000293854042696992,1,7
2017,47,Salema,0.00129695147161097,1,21
2021,69,Other commercial shrimps,0.00465110247779671,1,7
2023,49,Transparent gobies,0.00866610631939624,2,74
2023,15,Other large pelagic fishes,0.171852368800202,1,13
2000,41,Groupers,0.0828797314324406,1,10
2002,41,Groupers,0.151359306610925,1,9
2003,15,Other large pelagic fishes,0.269997022212152,1,8
2011,75,Purple sea urchin,0.000431338959458937,1,63
2019,87,Other seagrasses,2.29243297220324e-05,1,63
2010,52,Commercial small demersal fish,0.000108992757699815,2,38
2011,52,Commercial small demersal fish,0.000266444760739371,1,55
2011,15,Other large pelagic fishes,0.00215363852652575,1,14
2020,52,Commercial small demersal fish,0.00139484195420312,1,30
2023,52,Commercial small demersal fish,0.00082568236436405,2,61
1995,11,Pelagic sharks,9.5113700106028e-05,1,50
2004,52,Commercial small demersal fish,0.000252261194652391,2,57
2014,14,Swordfish,0.00967606449592802,1,41
2023,85,Suprabenthos,0.000144713643197234,2,69
1994,36,White seabream,0.000688656067499512,1,16
1994,47,Salema,0.00785679103378548,1,16
1997,36,White seabream,0.000433419493482553,1,21
2000,47,Salema,0.0102019723103405,1,19
2003,75,Purple sea urchin,0.134551000407519,1,61
2004,75,Purple sea urchin,0.0191299798942175,1,40
2005,47,Salema,0.0730308544265966,1,17
2006,38,Common dentex,0.525373278916848,1,38
2006,47,Salema,0.0103874252810917,1,19
2007,52,Commercial small demersal fish,0.000284098107571216,1,19
2007,47,Salema,0.0110743950190097,1,43
2008,47,Salema,0.0592479315698181,1,18
2010,72,European lobster,0.0448422508736525,1,99
2014,69,Other commercial shrimps,0.00231427173238162,1,21
2014,47,Salema,0.000201568335676118,1,59
2016,69,Other commercial shrimps,0.0129117137885933,1,18
2019,69,Other commercial shrimps,0.0223105924086981,1,21
2020,15,Other large pelagic fishes,0.0816428845643245,1,19
2023,89,Seaweeds,0.00610063078139155,1,37
2023,47,Salema,0.00923810910259775,1,18
1994,72,European lobster,0.00664971432827246,1,20
2002,75,Purple sea urchin,0.0369571763162602,1,24
2005,75,Purple sea urchin,0.0001592184237105,1,24
2016,52,Commercial small demersal fish,0.000347740661461453,1,24
1995,15,Other large pelagic fishes,0.000435155953584003,1,45
2001,47,Salema,4.71311276052424e-05,1,52
2002,80,Salps and other gelatinous zooplankton,0.161467013913028,1,36
